,text,id,category
539,"Energizer Lithium Coin Watch/Electronic Battery 2032, 2-Count
I was very pleased with the purchase and delivery. The battery powered the bathroom scale right back up and that's where the pleasure ended.<br />Scale is working and diet is on!!",R18NXWNIZIP1IS,Health_Personal_Care_v1_00
540,"Woolzies Best quality, great value 100% Pure Lavender Essential Oil, therapeutic grade, aromatherapy oils
We love this for our sheets and towels, everything comes out of the dryer smelling so great. Used on the woolzie balls I have no need for dryer sheets or fabric softener",R1U2PF8H42JMJZ,Health_Personal_Care_v1_00
541,"Tantus Cush - Ultra-Premium Silicone Dildo
Was actually sent the &#34;Flurry&#34; model instead. Still lovely, like everything Tantus makes, but it would have been nice to get the exact one I thought I was ordering.",RMZ82THLTK1XI,Health_Personal_Care_v1_00
542,"QuikCure Natural Healing Cream - Stops the skin itch fast and speeds up the healing process. Safe and effective for the whole family, pets too. From Essona Organics. 2 oz. jar. FREE SHIPPING on orders over $35. Try it Now!
Great product! Worked the first time I tried it on my skin. I had a weird itch between my toes, and it went away right after the first applications. Highly recommend!",R1IPTT0EYMU6TM,Health_Personal_Care_v1_00
543,"Hard Rhino Choline Bitartrate Powder.
So far really impressed with my heightened memory recall and retainment. been using it for 3 months, makes working and going to school full time far easier.",R4AAPJUKXGSGP,Health_Personal_Care_v1_00
544,"Hyland's 4 Kids Natural Calm'n Restful Tablets, Natural Symptomatic Relief of Sleeplessness and Restlessness in Kids
Amazing product it really works! My daughter is 4 and she has sensory integration dysfunction, ADD/ ADHD and dyslexia. This medicine keeps her calm for naps and bedtime.",R3OLHV3CS2QABL,Health_Personal_Care_v1_00
545,"Turmeric Curcumin with BioPerine Black Pepper Extract - 750mg per Capsule, 120 Veg. Capsules - GMO Free Tumeric, Standardized to 95% Curcuminoids for Maximum Potency
This product has really helped my arthritis in my knee. I was barely able to walk on that knee but after taking this product for a few weeks I am now able to walk on it.",R3UVCFMEYY3BY4,Health_Personal_Care_v1_00
546,"John Masters Organics - Eucalyptus & Agave 2-in-1 Moisturizer & Aftershave
Straightforward ingredients, not full of chemicals. Perfect consistency, not oily or watery. Nice smell and the eucalyptus oil feels great after a shave.",R2Z64V8YH6EYG1,Health_Personal_Care_v1_00
547,"Johnson's, Baby Oil Creamy Aloe & Vitamin E, 8 fl oz
I bought it for the mosquitoes but haven't got the chance to try it outside but, like how smooth it feels when i use it.  If i had mosquitoes in my house i sure haven't noticed any.",R333V6VRWC7JQN,Health_Personal_Care_v1_00
548,"THORNE RESEARCH - T. Asthmatica Plus 120 Capsules [Health and Beauty]
I am taking this in conjunction with Forskolin extract reviewed elsewhere for asthma control. It appears to be working. Thorne's products, while pricey are always top quality.",R20C6UYUUN9RMG,Health_Personal_Care_v1_00
549,"Advocare Meal Replacement Shakes - Box of 14 Single Serve Pouches,2.08 oz each,(chocolate Mocha Flavor)
This is the richest shake I have ever had!  I even had trouble trying to finish it.  It is so good and the protein in it is high which keeps you full so much longer!",R1DKKS87B6JY0,Health_Personal_Care_v1_00
550,"Reizen Big LCD Display Talking Alarm Clock
Was surprised how nice this clock is for such a good price. Small and of course someone who can see needs to set it up. It is so good for my mother. We were so happy to find such a product,",R2J3OUMKK3Q112,Health_Personal_Care_v1_00
551,"Magnesium Citrate Powder - High Concentration, High Potency, Highly Absorbable Liquid, Dissolvable Mineral Supplement Drink, Easy to Swallow for Kids and Adults, Helps Avoid Vitamins Deficiency, Vegetarian, for Serene, Calm, Restful Sleep Plus Many Other Benefits.
I thought it would help right away but a week later and I am still waiting for results.  I'm disapointed but I will review again when the bottle is gone.",R3NHLSXQUHFTS,Health_Personal_Care_v1_00
552,"Whey Protein Powder Isolate by BulkSupplements | Clean & Pure Unflavored 90% Isolate for Men & Women | Build Muscle Mass & Burn Fat Fast
Good value for the money. Since this product is unflavored, I'd recommend mixing it with another flavored whey protein product or mixing it in a flavored smoothie/drink.",R3LIO1HTI8RSL0,Health_Personal_Care_v1_00
553,"Night Time Satin Blindfold
A simple blindfold... worked alright, but if your intended recipient has a lot of hair, it isn't as useful. So, buy at your own risk and think greatly if you want a better blindfold beforehand.",R31FD6G2BN5NCB,Health_Personal_Care_v1_00
554,"Pro-OneZyme Best Proteolytic Systemic Enzymes with Nattokinase and Seaprose - 90 capsules
Second time ordering. It's great but I wish it was more powerful. For me I have to take 5 pills to notice benefits, which makes the cost very high. Five star for product, 3 stars for cost and dosage.",R3IP3ILIL3DAJS,Health_Personal_Care_v1_00
555,"Cellucor, SuperHD Capsules
Been using these for years! They are easy to build a tolerance too, but it's definitely one of the few products that I can tell actually make a difference in my running / fitness routine!",RO124NKA20QCW,Health_Personal_Care_v1_00
556,"Ubervita W700 Thermogenic Hyper Metabolizer Capsules, 60 Count
This product does not help at all, it barely suppressed appetite (and I felt dizzy while taking it). If you do research, the company bribes people to write rave reviews.",R2J2ZCOR4M0WP7,Health_Personal_Care_v1_00
557,"Daily Chef Translucent Cups, 330 Count
Great cups for the office water cooler, sized big enough to not need to refill after two gulps but not overly large to cause huge waste in our recycling bins.<br /><br />Great value, too",R1ADXUVDCU4K5G,Health_Personal_Care_v1_00
558,"Enfamil Fer-In-Sol
This tastes so much better than other iron supplements we've tried. My daughter will take it by mouth without much fuss. Make sure to brush their teeth since I've read that this stains teeth.",R3OVGEZOJIWM8H,Health_Personal_Care_v1_00
559,"PureSpa Deluxe Ultrasonic Aromatherapy Oil Diffuser — High Capacity Aroma Diffuser Lasts for Up to 10 Hours with Automatic Shut-Off for Home & Office Safety
The only thing I don't like about this diffuser is that it beeps when it turns off.  Not so pleasant to hear while I'm sleeping. Most of the time I don't hear it, but when I do, it's bothersome.",R6WGBIAQDSNOD,Health_Personal_Care_v1_00
560,"Kevin.Murphy Motion Lotion, 33.6 Ounce
My stylist has been using Kevin Murphy products exclusively in his salon for years and I love the products. I work Motion Lotion into my hair after I blowdry it.",R2LFNM5CP2Z1RF,Health_Personal_Care_v1_00
561,"Chu 8417000 Baking Soda Air Freshener&#44; Aerosol&#44; Light Fresh Scent&#44; 7 oz
It seems to freshen up the place a bit-I got this to spray on my a/c returns to absorb odors. But-if you want to absorb odors and dont mind citrus fragrance-Citrus Magic spray is by far the best.",R7Y9D1CH3KDMQ,Health_Personal_Care_v1_00
562,"Kirkland Signature Calcium Citrate Magnesium and Zinc with Vitamin D3: 500 Tablets
It's a large tablet but it dissolves on tongue with a little water quickly so it's easy to swallow.  I take 2 tablets a day,<br />1 in the am and 1 in the pm.  Per doctor's order.",R2RGX7H228ZKLB,Health_Personal_Care_v1_00
563,"Authentic, Mojo Sports Compression Socks for Recovery & Performance, Compression Stockings for Women
True to the size I brought a medium and they fit like a medium. I brought these to sleep in and find myself wearing them while doing house work because they feel so great on my legs. I love'm",R3R5K1HZJKATGJ,Health_Personal_Care_v1_00
564,"Ching Wan Hung - Soothing Herbal Balm - Jar 1.06 Oz. (30 G.) (Genuine Solstice Product) - 1 jar
Wonderful product for healing skin wounds. We've used it on burns, bites, and open wounds with great success. Does have a strong herbal smell for those sensitive to things like that.",R282KQNMQGGQC,Health_Personal_Care_v1_00
565,"Truvision Trufix and Truweight & Energy 7.5day Trial Pack Appetite Control/energy
This product is amazing! I will never be without it. I have lost like 12 lbs in about 3 weeks. If youre on the fence about this product, then just give the sample pack a try.....wont hurt anything!!!",R17R5EG4SIT1IN,Health_Personal_Care_v1_00
566,"SleepWalker 20ct. Bottle - Sleep Walker - Euphoria, Energy, Mood Enhancement!
These are excellent.  No jittery feeling, lots of energy to help me make it through a 12 hour work day.  Help enhance my mood making me a more enjoyable person to work with.",R2M6HMEWRG91ID,Health_Personal_Care_v1_00
567,"Allergan Refresh Plus Lubricant Eye Drops, Value Size, 70 ct.
I usually use this in the morning for my dry eyes which immediately lubricates them. I've also used them while wearing my contact lenses and I haven't experienced any adverse side effects.",R1VJOKNG5PYRL6,Health_Personal_Care_v1_00
568,"30PCS Clear Classic Tattoo Ink Cups Caps Pigment Cup Cap
It's a pity I can't give these caps less than one star. More than half the caps were defective and had holes. And of the balance of the caps, a good number had ink stains and dirt in them.",R3O9WEL1KV4EJY,Health_Personal_Care_v1_00
569,"Transformation Weight Loss Drops
I did not follow the caloric intake recommendations that others mentioned in their reviews, so I didn't lose weight. I did notice that it suppressed my appetite after taking as directed.",R15A34IVOK6Q04,Health_Personal_Care_v1_00
570,"Ovega-3 Vegetarian Softgels
I like to get my nutrition from as close to the source as possible.  Made from the plant fish eat for their omegas.  It just doesn't get any closer to the source than this.",R3UVM2B9LRUNVP,Health_Personal_Care_v1_00
571,"Redken One United All-In-One Multi-Benefit Treatment Treatment For Unisex
I use this on my daughters long thick curly hair right after her shower. My comb slides right through her hair. It's a miracle! Don't know how I lived without it.",R3A25VE95E6BS6,Health_Personal_Care_v1_00
572,"PhenELITE - HIGHEST Rated Pharmaceutical Grade Weight Loss Diet Pills - Fast Weight Loss, Hyper-Metabolising Fat Burner and Appetite Suppressor - Lose Weight or get your MONEY BACK!
Been using for 2 days now and I was worried that it might effect my sleeping but so far everything is working great. I received a free bottle for a review.",R1IXF7F21NAMU,Health_Personal_Care_v1_00
573,"Vibrant Health Green Vibrance
I love GREEN VIBRANCE! I have been using this product for many years. I love the organic ingredients!! Thanks for the best, complete,  green drink available!!!!!!!!!!!! :)",R360RVFKPCMB1Q,Health_Personal_Care_v1_00
574,"Boy Butter Personal Lubricant, Original Formula (4 Oz. Tub)
Fantastic lube! Love how it is thick and creamy, then when the body heat melts the lube it is so nice and viscous. Love the feeling of it dripping out! Will keep getting this product for more play.",R127DGJ4FO6VAV,Health_Personal_Care_v1_00
575,"BeVisible Sports Plantar Fasciitis Socks - High Performance Compression Foot Sleeves With Arch Support For Men and Women - Helps Boost Circulation, Reduces Swellings For Foot and Heel Pain Relief
These work very good except if worn for a long time your feet get numb. Work great when running. Will order them again and recommend them to other runners i know.",R3VNQ8O3KB44SA,Health_Personal_Care_v1_00
576,"PaleoLife Paleo Bars - NO GLUTEN/SOY/DAIRY! (Pack of 16 Large Premium Paleo Bars) - Primal Cocoa-Nut flavor
Love these bars as both snacks and as an a protein source with a light meal.  They store well and I always carry one in my purse for those occasions when other paleo options as not available.",R12K1AFDJKDK5S,Health_Personal_Care_v1_00
577,"9504 TruVision Readers
REALLY GREAT GLASSES!  ULTRA-FAB 4 THE PRICE!  EXCELLENT SELLERS!  Will definitely purchase more...Try these SELLERS...You won't be disappointed...Virginia",R1VZSTKVEPLENC,Health_Personal_Care_v1_00
578,"Kare-N-Herbs Kold Kare Tablets, 40 Count
Will stop a cold in it' tracks if we take it at the first sign of symptoms.  If we don't catch it soon enough Kold Kare makes the symptoms easier to live with until it has run its course.",R20MPM3FKKWUEQ,Health_Personal_Care_v1_00
579,"Abena Abri-San Special Pad for Fecal and Urinary Incontinence
Abena is an awesome company, and these pads are such a life changing product!  My husband doesn't have to wear diapers for his fecal incontinence as long as we have this!",R2E78GZ867B1Q4,Health_Personal_Care_v1_00
580,"Telestik Duo, Larger-Handled Grip, Black
I'm in a wheelchair and this works great to keep me from having to bend over.  Magnet is strong and sticky works great.  The magnet actually sticks to my wheelchair for storage.  Highly recommend!",RTU8HNETBCLN8,Health_Personal_Care_v1_00
581,"iReliev Pain Relief System Dual Channel Tens Massager
Very basic TENS unit.  If you want your own custom settings this is not for you.  It is very small and fits neatly in your pocket which is good since it falls right out of the clip.",R2UEQ4U8DBRNQV,Health_Personal_Care_v1_00
582,"UTILYZE Rechargeable Electronic Foot File Pedicure Electric Callus Hard Skin Remover With Turbo-Boost Motor & Charge Light Indication - 2 Extra Coarse Rollers & 1 Fine Coarse Roller Included (White)
I'm not sure why some people are saying it's worthless. It has been wonderful for me. It does take longer that I expected but just don't press it too hard and it will do the job",R1GM24U8TFH08I,Health_Personal_Care_v1_00
583,"Therapist’s Choice® Triangle Massage Bolster Extra Large: 19"" x 12"" x 20"" x 15.5""
We use this for patients in our surgery center and they LOVE it. Helps ease the pressure on their back while they are lying on a stretcher. We will be buying more",R3U4LSVP5XEH24,Health_Personal_Care_v1_00
584,"Utimi Female Dragon Tongue Massage Vibrator with Rotating Beads in Purple
It does a weird thing with the vibration and so I can't go over 3 but it gets me there well enough. Much more plastic that I expected but that what you get for buying the cheap ones right.",R3PCI9RP4F3841,Health_Personal_Care_v1_00
585,"Pravana ChromaSilk Vivids
I bleached my hair to an ash blonde and I mixed this dye with conditioner and this is the result! It is a beautiful violet color and it looks even better in person!",R1IMRTOCN71AI5,Health_Personal_Care_v1_00
586,"Salonpas Pain Relieving Patch, 40 Count (Pack of 5)
excellent packaging and wonderful product. Works exactly as advertised. Other products by this manufacturer also excellent. Much better than generic store brands.",R27XC0JOE3RUAR,Health_Personal_Care_v1_00
587,"Puritan's Pride Fennel Seed 480 mg-100 Capsules
I've been using this product for about a year, now, to counteract a problem with flatulence.  While it has not eliminated the problem, it has greatly reduced it.",R18Q3G0PYRC463,Health_Personal_Care_v1_00
588,"Procter & Gamble 19743 16.9-oz. Extra-Strength Fabric Refresher
I may have gotten a bottle with a broken handle, but I had to put the contents in another bottle. Anyways, it smells just dandy. But the lasting power is abysmal. Probably last a day or less.",R179CK3IGE51MT,Health_Personal_Care_v1_00
589,"WEN by Chaz Dean Pomegranate Cleansing Conditioner 16 oz
I love it!  Smells wonderful but I can't use it every day because my hair becomes too greasy looking.  It is a bit expensive but i use it maybe twice a week.",R87W3KY6LJRD,Health_Personal_Care_v1_00
590,"Brain Focus Memory and Brain Supplement Pills 30 Capsules
We haven't had it long enough to know if it works or not.  It says you have to take it for six weeks<br />Before it begins to work so we will let you know if it helps.",R3QAGSNR3UK4K7,Health_Personal_Care_v1_00
591,"NatureWise Flaxseed Oil 1200mg with 720 mg ALA
This has been a wonderful product for hot flashes my pharmacy recomended it and I have had 9 years of hot flashes and not able to take any meds but this does work.",R131MI0Z3UD4NQ,Health_Personal_Care_v1_00
592,"Red Monster (10 Caps) All Natural Male Energy
Oh my. I never bought this product, nor will I. Great rating, but interestingly almost all the reviewers happened to have reviewed a bunch of same products. One word for that! &#34;Scam!&#34;",RJZ0I35YKYONH,Health_Personal_Care_v1_00
593,"12 Freeze Gel Ice Pack Non-Toxic 6.5""x5.5"" Reusable First Aid Lunch Cooler USA
These ice packs are terrific!  I use them for my daycare children as first aid, but they would also be great in a lunch box, as they are large and stay frozen for a long time.  Highly recommended!",R2SYHPOQDVLGQD,Health_Personal_Care_v1_00
594,"Addium - Limitless Pill - the Most Powerful Brain Enhancer in the World 60 caps
Drink a redbull.  It's cheaper.  I got the shakes on an empty stomach, and felt no effect when taken with food.  I purchased with very low expectations...yet I was still disappointed.",R1PA88LYEB7QBX,Health_Personal_Care_v1_00
595,"Bael Decor Wellness Seat Cushion for Sciatica, Coccyx, Orthopedic, Tailbone and Backpain
The foam could be a little softer in order to make this a comfortable cushion.  The seating area is also a bit small, so it is not a good purchase if you have a big arse (like me).",R2UN8JRIAE7LV5,Health_Personal_Care_v1_00
596,"Calming Cream by Neurobiologix (3 fl oz) (Pharmaceutical Grade Anxiety and Relaxation Topical Cream)
This stuff is crap and really just a very expensive form of essential oils. Leaves a crusty brown residue on my childs skin and did absolutely nothing for helping my ASD child calm and relax.",REHTTEGH03QK3,Health_Personal_Care_v1_00
597,"Meclizine Chewable Tablets 12.5mg 100ct
According to my doctor, this works best for vertigo caused by a virus. I didn't have a virus, so it didn't work well for me. Hopefully it will work better for others.",R1EJAOGOJ8V68V,Health_Personal_Care_v1_00
598,"The One Minute Miracle - Organic 35% H2O2 Hydrogen Peroxide- 4 Bottles - 16 oz Each Food Grade Certified
I have been doing this therapy for 2 years and will continue doing so, it is fantastic and so simple to do. Keep selling this product and I will keep buying it.",R12Z9ZIQGJ7IAE,Health_Personal_Care_v1_00
599,"#1 Best All Natural Digestive Supplement for IBS Irritable Bowel Syndrome Stomach Bloating Gas Diarrhea Heartburn Acid Reflux Constipation Indigestion - RezVera 90 Capsules
EXCELLENT PRODUCT...NOTHING ELSE WORKED FOR ME AND REZVERA WORKS!  IT'S PRICEY BUT I HIGHLY RECOMMEND IT.  YOU CAN ADJUST THE DOSAGE TO FIT YOUR NEEDS.",R2HCI4B8BJAR6W,Health_Personal_Care_v1_00
600,"3M Health Care, FUTURO Sport Ankle Support, Moisture Control
Works well with any shoe.  Great support and the ability to adjust as day goes along makes comfort control easy.  Wicks away moisture well. Would suggest",R1HFK8OR77N8AS,Health_Personal_Care_v1_00
601,"IceMoon LED Shower head for Bathroom Kitchen with Shower nozzle, Easy-Fit Showerhead,Detachable shower head wash/shower head/
Does not state anywhere that the hose does not come with it.  It is a shower head that I can not connect to my shower because I now need to spend additional money to purchase the hose.",R6FY5YIVETNT8,Health_Personal_Care_v1_00
602,"ActivLife Advanced Probiotics for Women & Men 15 Billion CFU 60 days Nutritional Health Immune System Booster and Weight Loss for Women Immune Booster
It hasn’t upset my stomach at all and gives me hope for improvement. I take two tablets daily first thing in the morning with my coffee. I’m enjoying not being gassy or bloated!",R1FQPRKUFE4GDR,Health_Personal_Care_v1_00
603,"Tena Wash Cream, 8.5 Fl. Oz. Tube
I use this for my sister in law, who is special needs. It works so well to help keep her skin clean, soft and odor free. Great for those clean up between bath time.",RDX2W1VOCCDMV,Health_Personal_Care_v1_00
604,"GNC Total Lean Shake
Very thick with only 8oz of water. Had to add a little more. Did manage my appetite but did not assist with weight loss even though watching what I ate and exercising",RVYIGNBYEDIYG,Health_Personal_Care_v1_00
605,"Dermaced Redness Redux Advanced Rosacea & Skin Redness Serum, 1 oz.
This product did not work for me.  In fact, my skin got even more dryer using it.  After notifying the company, they promptly refunded my money after I returned the unused product.",R3Q5U1MUQ5I7C5,Health_Personal_Care_v1_00
606,"Bulksupplements Pure Beta Alanine Powder
High quality pure product. Love BulkSupplements as they don't add any fillers and they have a very competitive price. Fast shipping. 3.2g preworkout does just the trick. Thanks!",R3BZQ8VA5NI8WL,Health_Personal_Care_v1_00
607,"1 bottle
I just received my first bottle a week ago.  I love it!  It really curbed my appetite and it gave me energy to work out.  I lost 3 lbs my first week!  Really recommend it!",R3B56D5IZJM7HQ,Health_Personal_Care_v1_00
608,"WristWidget™️ - Patented, Adjustable Wrist Support Band For TFCC Tear- Triangular Fibrocartilage Injuries, Ulnar Sided Wrist Pain, Weight Bearing Strain - Left Or Right Hand - One Size Fits Most
It was recommended by my wrist surgeon.  I ordered it, got it.  It came with no instructions on how to use it.  Therefore it was useless to me so I returned it for credit.  Bad purchase!!",R3JDZQ4JBASCGP,Health_Personal_Care_v1_00
609,"Natrol Black Cohosh Extract 80mg Capsules, 60 Count (Pack of 3)
Great for hot flashes!  This, with Letchin, have kept them 100% under control for more than 2 years.  If I miss it in the morning, I get flashes.  As long as I take it, I'm flash free!!!!",R3UL6OTYF65QY3,Health_Personal_Care_v1_00
610,"LiveWell Labs Garcinia Cambogia Extract 100% Pure and Natural Appetite Suppressant and Weight Loss Supplement - Clinically Proven Premium formula - 1600MG Daily Serving - Independently tested and certified ingredients.
Along with walking about 2 miles a day I have lost 8 pounds. Taking Live Well Garcinia I am not as hungry too,and I received a free bottle for my honest review!!",R1OVAGIG49316N,Health_Personal_Care_v1_00
611,"Pure Encapsulations Digestive Enzymes Ultra with Betaine HCL 90 Capsules
I have not had a lab test to prove any change, but I can tell that I don't have gas anymore and my overall digestive tract seems to be working much smoother.",R1I6LD7SB73B4G,Health_Personal_Care_v1_00
612,"Level Thrive Derma Fusion Technology (Dft) - 1 Month Supply 30 Patches by DFT Le-vel
This is amazing!!! I was sceptical at first but once i gave it a try i was blown away. Its all natural too!!! TreasTreadway.Le-Vel.com Check it out for yourself",R10A4N4MYBTI6G,Health_Personal_Care_v1_00
613,"Extra-Wide Medical Socks for Men
My husband has very swollen feet, calves and ankles and has tried a variety of socks.  He says these are the best.  They stretch easily over his feet and are very comfortable.",RJULYA5LTIHE3,Health_Personal_Care_v1_00
614,"Duro-Med Portable Wearable Men's Urinal, One Size Fits Most
I got my order this week & only 1 of the snaps will stay together. I've tried to contact the manufactures with no luck. Does anyone know how to contact them, or fix this issue",R2UCWJKWFUKJM0,Health_Personal_Care_v1_00
615,"BRI Nutrition L-Carnitine Tartrate
Speedy delivery and great service, was pleased with my purchase of BRI-Nutrition L-Carnitine and believe it really benefits me with my athletic lifestyle!",R2C9CZU15JXZAN,Health_Personal_Care_v1_00
616,"Tide Free Boost Stain Release Laundry Detergent Pods (Pack of 28 Pods)
Kicks up the cleaning power of Tide Free detergent. I've got a teenage son and it helps get his clothes clean and fresh, without perfumes that just mask odors.",R29V1VJ9Q4N5AV,Health_Personal_Care_v1_00
617,"Newbee Fashion - ""Pocket"" Tube Readers Easy Compact On the Go Small Compact Pen Clip Portable Aluminum Hard Case Classic Spring Hinges
Great price and just as advertised. Now I have one for each vehicle and never worry about leaving my reading glasses at home. I would recommend this to others.",R2S0RN9ZGHK481,Health_Personal_Care_v1_00
618,"PureLife Enema Coffee- 1 Lb - Organic Gerson Specific - Air Roasted Medium
Bought for my mom and I have to say this thing is insane by watching somebody doing the whole process. BUT my mom said she liked it and it helped her, well, as long as she likes",R26J3Y3UO7ZA5E,Health_Personal_Care_v1_00
619,"HoMedics SS-2000G/F-AMZ Sound Spa Relaxation Machine with 6 Nature Sounds
Started to short out fast, now 7 months later it won't turn on. I've contacted HoMedics in hopes they honor the 1 year warranty. Will update if that happens",R15LQ429GF8BZY,Health_Personal_Care_v1_00
620,"Ziploc Sandwich Bags
Love these new larger size sandwich bags.  Haven't seen them elsewhere, but they worked wonderfully for things just a little too big for the regular sandwich bags.",R20FBXLA8B9YSR,Health_Personal_Care_v1_00
621,"Anddas Lot60pcs (5 Different Size) High Heel Shoe Repair Tips Taps Dowel Lifts Replacement
They arrived WAY quicker than I was told they'd arrive, which was a godsend! My boyfriend fixed 8 pair of heels in 10 minutes and I saved so much money!",R2NX4PKEVKJH2V,Health_Personal_Care_v1_00
622,"Now Foods Apple Cider Vinegar 450mg, 180 Count
Purchased this product so I could ease some Low Blood Sugar problems I have been facing. So far this has helped me digest my food insanely quick. Product is good",R3K7DA8TWJTW8A,Health_Personal_Care_v1_00
623,"Ziploc Storage Bag, Gallon Value Pack, FFP Packaging, 40-Count
These are really good ziplock bags.<br />This was confirmed when I watched an episode of America's Test Kitchen on PBS where they tested several brands and these won out over the others.",R2O8ZCHRISYMRP,Health_Personal_Care_v1_00
624,"Earthing Half Sheet Kit
It did not work.  In fact, I woke up and my legs and feet were uncomfortably warm.  I tried it for three nights in a row with the same results.  I no longer use it.  Was very disappointed.",R1G1GS14TOMDSD,Health_Personal_Care_v1_00
625,"GAMMA RAY 801 Classic Computer Gaming Reading Amber Tinted Glasses with Magnification and Anti Blue Light Anti Glare UV400 for All Digital Screens - Choose Your Magnification and Color
I get compliments when I wear them. There is no difference in dryness or fatigue after gaming or long work hours in front of a monitor. They look nice for the price...",R4GINM368OCA0,Health_Personal_Care_v1_00
626,"Drip Drop Hydration Powder Berry Flavor 8 Packets Per Box (2 Boxes)
This is the best flavor in my opinion. I'm not much of a lemon flavoring person so take this preference lightly. The flavor is much better than Gatorade or pedialite for.both flavors.",R25VOFVTB32U6L,Health_Personal_Care_v1_00
627,"Spenco Polysorb Walker/Runner Athletic Insole Wide, Men's 12-13
Arch is too big. If you like a ton of arch support this may be for you, but it was too much for me. I am sticking with the cross trainer insoles, which I think are much more comfortable.",R1TTREWU20J7P6,Health_Personal_Care_v1_00
628,"L-Arginine - No2 Nitric Oxide Booster, Build Muscle Increase Strength and Boost Sex Drive - Best and Purest L-Arginine + Top Rated - Most Effective Dose for Men and Women - MADE IN USA by Pure Label Nutrition …
Product was delivered to my house in an expedient and timely manner. I have only been taking the product for a week and i'm starting to notice more vascularity and pumps in the gym!",R1D7N8ZFLAKC15,Health_Personal_Care_v1_00
629,"Adult Vital Signs Vertical Badge ID Card Pocket Reference Guide
Love this little card, makes sure I've got my vitals right when I forget in the heat of the moment. Comes exactly as seen on your screen, totally worth your money.",RPYCQ5A27UIWB,Health_Personal_Care_v1_00
630,"Ozeri 4x3razor Pocket 3D Pedometer and Activity Tracker with Bosch Tri-Axis Technology from Germany
This is the second Ozeri that I have purchased. My first one lasted about 4 years and finally died when I dropped it on the ground. I am very happy with the product.",R1Q63KZNNRVSBD,Health_Personal_Care_v1_00
631,"Drive Medical Adjustable Height Home Bed Assist Handle
Very sturdy and easy to adjust, but needs more adjustment range for a lower height bed.  On its lowest setting it was still about an inch to high to fit under the mattress and lie flat.",R2D3PG0EDRRG55,Health_Personal_Care_v1_00
632,"Beau Brummell for Men | Shaving Brush Made of 100% Pure Black Badger Hair | Comfortable black resin handle | Premium Badger Hair Wet Shave Experience
Its been a month now, n' though it has stopped shedding it never stopped being frizzy. That really annoys me, but everything else is amazing.<br />Do shaving brushes always frizz?",R3756NJMBFUW7U,Health_Personal_Care_v1_00
633,"Daby Nail Hardener
So far the product is working.  After ruining my nails working out in the yard for ten months, they were destroyed.  After two months, my nails are growing out nicely.",R194W0RHQN6GSP,Health_Personal_Care_v1_00
634,"Wakacon KAVA Fijian  WAKA powder, 1 LB
I'm not a huge kava fan, but I was curious and this was a good effective product.<br /><br />The taste is not appealing but you should not be ingesting this for taste!",R2SKWZN1EEKROO,Health_Personal_Care_v1_00
635,"Dixie Ems Blood Pressure and Sprague Stethoscope Kit
It's good for the price. The stethoscope is nothing special but the sphygmomanometer works great. This was an awesome product to learn blood pressures on.",R1LFUU6CT6FEIM,Health_Personal_Care_v1_00
636,"Flexibrace Ankle Brace Hinged Support Guard
Worked fine for 2 days. Rivets holding two sections together fell apart. My daughter (volley ball player) said they stretched her shoes out a bit and wasn't thrilled with the &#34;look&#34;.",R2REB76XQ4FIHK,Health_Personal_Care_v1_00
637,"Blood Pressure Monitor Cuff Kit by Balance, Digital BP Meter With Large Display, Upper Arm Cuff, Set also comes with Tubing and Device Bag
My blood pressure meter arrived on time and worked perfectly.  The instructions for use were clear & complete  which is very important to me.  I'm very satisfied with my purchase.",R29ZWN2SSRG066,Health_Personal_Care_v1_00
638,"Steripod Clip-on Toothbrush Protector (2-Pack Blue & Green) I Protects Against Soap I Dirt I Hair I Sand I For Travel, Home, Camping - Stay fresh
These are great for traveling, allows me to throw the head of my electric toothbrush into my toiletry bag and go and not worry about germs or dirt getting on my brush",R2A6TVF1JR25Z,Health_Personal_Care_v1_00
639,"Brush Strokes Firm Military Style Boar Bristle Brush
Not 100% real but it gets the job done. For the price I can't complain. If you're looking for something all natural, I suggest you spend a bit more and look elsewhere.",R1TECGMLIERQ5D,Health_Personal_Care_v1_00
640,"Essential Oil Bottles: 20 PC Kit for Aromatherapy. Blue and Amber Glass Empty Fine Mist Spray Bottle Set, Roller Bottles, Lavender Guide, Benefits of Essential Oils, DIY Recipes Guide.
I am very pleased with this purchase! A nice selection of sizes to have on hand for all different purposes. . It was delivered on time and exactly as described.",R1OYIOSRSKETH2,Health_Personal_Care_v1_00
641,"Nature's Way Zinc Lozenges
Anytime I feel like I have been exposed to a virus, I start to take these and the flu or cold never manifests.  I swear by these.  And they taste good too.",R5I3OH7ASMOHD,Health_Personal_Care_v1_00
642,"Boiron Sinusalia, 2 Count, Homeopathic Medicine for Sinus Relief
Pellets are difficult to dispense (the opening is too small).  I had to pry the opening open with a fork to make it bigger.  Convenient to carry, but they need a better dispenser!",R3AX6P59IWYP6W,Health_Personal_Care_v1_00
643,"Etude House Cherry Lip Gel Patch, 1.44 Ounce
Didn't stay stuck to my lips, I had to hold it. However my lips were softer after removing. I also received this item on time, nothing was late or misplaced in my order.",R1S6LAMO6H5UNW,Health_Personal_Care_v1_00
